dil_slug;dil_nazev;rocnik;strana;tema;sekce
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;10;Zaokrouhlování na desítky, stovky, tisíce, desetitisíce, statisíce;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;11;Zaokrouhlování na desítky, stovky, tisíce, desetitisíce, statisíce;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;12;Magický čtverec, logické úkoly;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;13;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;14;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;15;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;16;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;17;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;18;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;19;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;20;Pamětné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;21;Písemné sčítání a odčítání;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;22;Písemné sčítání více sčítanců;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;23;Písemné násobení;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;24;Písemné násobení;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;25;Písemné násobení;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;26;Písemné dělení jednociferným dělitelem beze zbytku, se zbytkem;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;27;Písemné dělení jednociferným dělitelem beze zbytku, se zbytkem;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;28;Násobení a dělení 10, 100, 1 000, 10 000 a 100 000;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;29;Násobení – činitele zakončeny nulami, dělení – dělenec zakončen nulami;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;30;Dělení – dělenec i dělitel zakončeny nulami;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;31;Dělení – dělenec i dělitel zakončeny nulami;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;32;Pamětné násobení pomocí rozkladu;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;33;Pamětné dělení pomocí rozkladu;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;34;Kombinované početní operace – se závorkami i bez závorek;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;35;Kombinované početní operace – se závorkami i bez závorek;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;36;Roznásobení závorky;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;37;Jednotky a základní převody jednotek, desítková soustava;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;38;Jednotky a základní převody jednotek, desítková soustava;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;39;Jednotky a základní převody jednotek, desítková soustava;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;40;Měřítko mapy;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;41;Plošné jednotky a jejich převody [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;42;Plošné jednotky a jejich převody [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;43;Plošné jednotky a jejich převody [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;44;Plošné jednotky a jejich převody [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;45;Převody jednotek času, šedesátková soustava;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;46;Převody jednotek času, šedesátková soustava;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;47;Římské číslice;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;48;Římské číslice;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;49;Zlomky;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;50;Zlomky;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;51;Výpočet části z celku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;52;Výpočet části z celku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;53;Výpočet části z celku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;54;Odhad výsledku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;55;Odhad výsledku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;56;Odhad výsledku;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;57;Rovnice [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;58;Rovnice [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;59;Průměr čísel;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;60;Průměr čísel;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;61;Průměr čísel;
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;62;Procenta [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;63;Desetinná čísla [rozšiřující];
4-rocnik-2-dil;Matýskova matematika pro 4. ročník, 2. díl;4;64;Základní seznámení se zápornými čísly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;2;Přímka, polopřímka, úsečka;
geometrie-4;Geometrie pro 4. ročník;4;3;Přímka, polopřímka, úsečka;
geometrie-4;Geometrie pro 4. ročník;4;4;"Bod; vzájemná poloha bodu a přímky, bodu a polopřímky, bodu a úsečky";
geometrie-4;Geometrie pro 4. ročník;4;5;"Bod; vzájemná poloha bodu a přímky, bodu a polopřímky, bodu a úsečky";
geometrie-4;Geometrie pro 4. ročník;4;6;Délka úsečky;
geometrie-4;Geometrie pro 4. ročník;4;7;Délka úsečky;
geometrie-4;Geometrie pro 4. ročník;4;8;Shodné úsečky;
geometrie-4;Geometrie pro 4. ročník;4;9;Polopřímky, které leží na jedné přímce;
geometrie-4;Geometrie pro 4. ročník;4;10;"Polopřímky, které neleží na jedné přímce; úhel";
geometrie-4;Geometrie pro 4. ročník;4;11;Vzájemná poloha dvou přímek;
geometrie-4;Geometrie pro 4. ročník;4;12;Konstrukce kolmice pomocí trojúhelníku s ryskou;
geometrie-4;Geometrie pro 4. ročník;4;13;Konstrukce rovnoběžek pomocí trojúhelníku a pravítka;
geometrie-4;Geometrie pro 4. ročník;4;14;Kružnice, kruh;
geometrie-4;Geometrie pro 4. ročník;4;15;Kružnice, kruh;
geometrie-4;Geometrie pro 4. ročník;4;16;Vzájemná poloha přímky a kružnice, vzájemná poloha kružnic;
geometrie-4;Geometrie pro 4. ročník;4;17;Vzájemná poloha přímky a kružnice, vzájemná poloha kružnic;
geometrie-4;Geometrie pro 4. ročník;4;18;Opakování;
geometrie-4;Geometrie pro 4. ročník;4;19;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;20;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;21;Mnohoúhelníky, obvod mnohoúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;22;Obsah mnohoúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;23;Obsah mnohoúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;24;Čtyřúhelníky [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;25;Čtverec, obdélník;
geometrie-4;Geometrie pro 4. ročník;4;26;Čtverec, obdélník;
geometrie-4;Geometrie pro 4. ročník;4;27;Konstrukce čtverce a obdélníku;
geometrie-4;Geometrie pro 4. ročník;4;28;Konstrukce čtverce a obdélníku;
geometrie-4;Geometrie pro 4. ročník;4;29;Obvod čtverce a obdélníku;
geometrie-4;Geometrie pro 4. ročník;4;30;Obsah čtverce a obdélníku [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;31;Obsah čtverce a obdélníku [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;32;Obsah čtverce a obdélníku [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;33;Opakování;
geometrie-4;Geometrie pro 4. ročník;4;34;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;35;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;36;Přenášení a porovnávání úseček – pomocí kružítka;
geometrie-4;Geometrie pro 4. ročník;4;37;Grafický součet a rozdíl úseček;
geometrie-4;Geometrie pro 4. ročník;4;38;Grafický součet a rozdíl úseček;
geometrie-4;Geometrie pro 4. ročník;4;39;Střed úsečky, kolmice – konstrukce pomocí kružítka;
geometrie-4;Geometrie pro 4. ročník;4;40;Střed úsečky, kolmice – konstrukce pomocí kružítka;
geometrie-4;Geometrie pro 4. ročník;4;41;Střed úsečky, kolmice – konstrukce pomocí kružítka;
geometrie-4;Geometrie pro 4. ročník;4;42;Trojúhelník;
geometrie-4;Geometrie pro 4. ročník;4;43;Trojúhelník;
geometrie-4;Geometrie pro 4. ročník;4;44;Konstrukce pravoúhlého trojúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;45;Trojúhelníková nerovnost;
geometrie-4;Geometrie pro 4. ročník;4;46;Konstrukce trojúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;47;Konstrukce trojúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;48;Opakování;
geometrie-4;Geometrie pro 4. ročník;4;49;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;50;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;51;Obvod trojúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;52;Obvod trojúhelníku;
geometrie-4;Geometrie pro 4. ročník;4;53;Obsah trojúhelníku – výpočet pomocí tečkovaného papíru;
geometrie-4;Geometrie pro 4. ročník;4;54;Osová souměrnost, osově souměrné útvary;
geometrie-4;Geometrie pro 4. ročník;4;55;Osová souměrnost, osově souměrné útvary;
geometrie-4;Geometrie pro 4. ročník;4;56;Geometrická tělesa;
geometrie-4;Geometrie pro 4. ročník;4;57;Geometrická tělesa;
geometrie-4;Geometrie pro 4. ročník;4;58;Síť krychle a povrch krychle [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;59;Síť krychle a povrch krychle [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;60;Síť kvádru a povrch kvádru [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;61;Síť kvádru a povrch kvádru [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;62;Opakování;
geometrie-4;Geometrie pro 4. ročník;4;63;Prostorová geometrie, logické úkoly [rozšiřující];
geometrie-4;Geometrie pro 4. ročník;4;64;Prostorová geometrie, logické úkoly [rozšiřující];
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;2;Orientace na číselné ose, rozvinutý zápis čísla;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;3;Sudá a lichá čísla, porovnávání čísel;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;4;Zaokrouhlování čísel;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;5;Sčítání a odčítání;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;6;Sčítání a odčítání;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;7;Sčítání a odčítání;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;8;Sčítání a odčítání;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;9;Násobení a dělení, příklady s více početními operacemi;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;10;Násobení a dělení, příklady s více početními operacemi;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;11;Dělení se zbytkem, písemné násobení a dělení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;12;Dělení se zbytkem, písemné násobení a dělení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;13;Čísla zakončená nulami – násobení a dělení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;14;Pamětné násobení a dělení pomocí rozkladu;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;15;Kombinované početní operace;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;16;Kombinované početní operace;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;17;Rovnice;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;18;Rovnice;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;19;Užití matematických vědomostí, příklady k procvičení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;20;Zlomky, výpočet částí z celku;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;21;Zlomky, výpočet částí z celku;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;22;Převody jednotek – jednotky délky;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;23;Převody jednotek – jednotky délky;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;24;Převody jednotek – jednotky hmotnosti;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;25;Převody jednotek – jednotky hmotnosti;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;26;Převody jednotek – jednotky objemu;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;27;Převody jednotek – jednotky objemu;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;28;Užití matematických vědomostí, příklady k procvičení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;29;Převody jednotek – plošné jednotky;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;30;Převody jednotek – plošné jednotky;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;30;Jednotky rychlosti, jednotky teploty;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;31;Převody jednotek – jednotky času;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;32;Užití matematických vědomostí, příklady k procvičení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;33;Výpočet jednoho a více dílů, výpočet jedné a více částí;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;34;Výpočet jednoho a více dílů, výpočet jedné a více částí;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;35;Aritmetický průměr, odhad výsledku;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;36;Užití matematických vědomostí, příklady k procvičení;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;37;Diagramy a grafy;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;38;Diagramy a grafy;Opakování
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;39;Pamětné dělení se zbytkem;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;40;Pamětné dělení se zbytkem;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;41;Užití matematických vědomostí, příklady k procvičení;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;42;Písemné dělení dvojciferným číslem;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;43;Písemné dělení dvojciferným číslem;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;44;Písemné dělení dvojciferným číslem;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;45;Užití matematických vědomostí, příklady k procvičení;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;46;Písemné dělení dvojciferným číslem, zkrácený zápis;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;47;Písemné dělení dvojciferným číslem, zkrácený zápis;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;48;Zlomky;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;49;Zlomky;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;50;Užití matematických vědomostí, příklady k procvičení;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;51;Desetinná čísla – základní seznámení, orientace na číselné ose, porovnávání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;52;Desetinná čísla – základní seznámení, orientace na číselné ose, porovnávání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;53;Desetinná čísla – základní seznámení, orientace na číselné ose, porovnávání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;54;Desetinná čísla – základní seznámení, orientace na číselné ose, porovnávání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;55;Užití matematických vědomostí, příklady k procvičení;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;56;Desetinná čísla – sčítání a odčítání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;57;Desetinná čísla – sčítání a odčítání;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;58;Užití matematických vědomostí, příklady k procvičení;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;59;Finanční gramotnost;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;60;Finanční gramotnost;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;61;Finanční gramotnost;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;62;Římské číslice;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;63;Římské číslice;
5-rocnik-1-dil;Matýskova matematika pro 5. ročník, 1. díl;5;64;Opakování;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;2;Vyvození číselného oboru;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;3;Vyvození číselného oboru;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;4;Vyvození číselného oboru;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;5;Vyvození číselného oboru;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;6;Zaokrouhlování a porovnávání čísel;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;7;Příklady k procvičení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;8;Pamětné sčítání a odčítání;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;9;Pamětné sčítání a odčítání;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;10;Písemné sčítání a odčítání;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;11;Příklady k procvičení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;12;Násobení a dělení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;13;Násobení a dělení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;14;Početní operace se závorkami a bez závorek, pamětné násobení a dělení pomocí rozkladu;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;15;Příklady k procvičení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;16;Odhad výsledku;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;17;Odhad výsledku;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;18;Zapisování velkých čísel v textu;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;19;Příklady k procvičení;Obor velkých čísel (od nuly po miliardy)
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;20;Desetinná čísla;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;21;Desetinná čísla – násobení a dělení desetinných čísel čísly 10, 100 a 1 000;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;22;Desítková soustava, převody jednotek;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;23;Jednotky délky – zapisování desetinnými čísly;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;24;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;25;Jednotky objemu – zapisování desetinnými čísly;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;26;Jednotky hmotnosti – zapisování desetinnými čísly;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;27;Jednotky času, šedesátková soustava;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;28;Části z celku – aplikace na jednotky hmotnosti, objemu, délky a času;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;29;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;30;Části z celku – čtvrt, půl, tři čtvrtě, aplikace na jednotky délky, hmotnosti, objemu;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;31;Části z celku – čtvrt, půl, tři čtvrtě, aplikace na jednotky délky, hmotnosti, objemu;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;32;Části z celku – čtvrt, půl, tři čtvrtě, aplikace na jednotky délky, hmotnosti, objemu;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;33;Části z celku – čtvrt, půl, tři čtvrtě, aplikace na jednotky délky, hmotnosti, objemu;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;34;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;35;Procenta [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;36;Procenta [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;37;Záporná čísla;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;38;Záporná čísla;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;39;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;40;Finanční gramotnost – rodinné hospodaření;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;41;Finanční gramotnost – rodinné hospodaření;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;42;Finanční gramotnost – bankovky, mince, měna, půjčky;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;43;Finanční gramotnost – bankovky, mince, měna, půjčky;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;44;Finanční gramotnost – bankovky, mince, měna, půjčky;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;45;Finanční gramotnost – bankovky, mince, měna, půjčky;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;46;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;47;Římské číslice;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;48;Rovnice a nerovnice;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;49;Rovnice a nerovnice;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;50;Rovnice a nerovnice;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;51;Soustava rovnic;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;52;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;53;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;54;Příklady k procvičení;
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;55;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;56;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;57;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;58;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;59;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;60;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;61;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;62;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;63;Užití matematických vědomostí [rozšiřující];
5-rocnik-2-dil;Matýskova matematika pro 5. ročník, 2. díl;5;64;Užití matematických vědomostí [rozšiřující];
geometrie-5;Geometrie pro 5. ročník;5;2;Rovina, prostor;
geometrie-5;Geometrie pro 5. ročník;5;3;Bod, přímka, polopřímka, úsečka;
geometrie-5;Geometrie pro 5. ročník;5;4;Bod, přímka, polopřímka, úsečka;
geometrie-5;Geometrie pro 5. ročník;5;5;Bod, přímka, polopřímka, úsečka;
geometrie-5;Geometrie pro 5. ročník;5;6;Vzájemná poloha přímek;
geometrie-5;Geometrie pro 5. ročník;5;7;Vzájemná poloha polopřímek;
